,f_root,f_step,pic_lst,path,caption
674,r-2250,r-2250_step04_sent01,"['100.jpg', '96.jpg', '98.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2250/r-2250_step04_sent01_000,"[['a', 'silver', 'oven', 'sits', 'on', 'a', 'bar', 'in', 'a', 'kitchen', '<end>'], ['closeup', 'of', 'glass', 'of', 'a', 'large', 'industrial', 'overhead', 'view', 'from', 'a', 'tiny', 'oven', 'sitting', 'inside', 'a', '[UNK]', 'in', 'the', 'middle', 'of', 'an', 'old', '[UNK]', '<end>'], ['a', 'silver', 'oven', 'on', 'display', 'on', 'the', 'market', 'room.', '<end>']]"
675,r-2250,r-2250_step01_sent02,"['156.jpg', '152.jpg', '154.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2250/r-2250_step01_sent02_000,"[['a', 'picture', 'view', 'of', 'a', 'glass', 'filled', 'with', 'various', 'vases', 'and', 'taking', 'picture', 'on', 'a', '[UNK]', 'in', 'the', 'middle', 'of', 'a', '[UNK]', '<end>'], ['some', 'fresh', 'vegetables', 'going', 'around', 'it', 'and', 'oranges.', '<end>'], ['grocery', 'camera', 'beside', 'the', 'stove', 'overhead.', '<end>']]"
676,r-2250,r-2250_step01_sent01,"['132.jpg', '136.jpg', '134.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2250/r-2250_step01_sent01_005,"[['a', 'plate', 'full', 'of', 'food', 'that', 'are', 'sitting', 'inside', 'of', 'an', 'oven', 'in', 'a', '[UNK]', '[UNK]', '<end>'], ['a', 'silver', 'oven', 'is', 'on', 'display', 'on', 'it.', '<end>'], ['a', 'food', 'cooking', 'in', 'a', '[UNK]', '<end>']]"
677,r-2246,r-2246_step04_sent01,"['756.jpg', '754.jpg', '752.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2246/r-2246_step04_sent01_000,"[['a', 'white', 'sheet', 'cake', 'sits', 'in', 'the', 'shore', '<end>'], ['a', 'very', '[UNK]', 'kitchen', 'with', 'tofu', 'with', 'a', 'bunch', 'of', 'a', 'burger', 'with', 'a', 'lot', 'of', 'a', 'ski', 'down', 'a', 'blue', 'suitcase.', '<end>'], ['a', 'lot', 'of', 'three', 'trucks', 'on', 'the', '[UNK]', 'to', '[UNK]', 'look', 'like', 'a', 'banana', 'in', 'it', '<end>']]"
678,r-2246,r-2246_step03_sent01,"['642.jpg', '644.jpg', '640.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2246/r-2246_step03_sent01_000,"[['a', 'plate', 'topped', 'with', '[UNK]', 'of', 'food.', '<end>'], ['a', 'wooden', 'table', 'topped', 'with', 'some', 'vegetables', 'in', 'it.', '<end>'], ['a', 'wooden', 'pan', 'on', 'top', 'of', 'an', 'orange', 'on', 'a', 'drying', 'rack.', '<end>']]"
679,r-2246,r-2246_step02_sent01,"['666.jpg', '668.jpg', '664.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2246/r-2246_step02_sent01_000,"[['a', 'person', 'hiding', 'behind', 'a', 'table.', '<end>'], ['a', 'pile', 'of', 'vegetables', 'being', '[UNK]', 'with', 'a', 'large', 'knife.', '<end>'], ['a', 'white', 'white', 'plates', 'of', 'rice', 'and', 'a', 'variety', 'of', 'food', 'and', 'a', 'white', 'knife.', '<end>']]"
680,r-1958,r-1958_step06_sent01,"['40.jpg', '36.jpg', '38.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1958/r-1958_step06_sent01_000,"[['the', 'glass', 'filled', 'with', 'food', 'on', 'the', 'table', '<end>'], ['a', 'man', 'cutting', 'a', 'round', 'cake', 'in', 'front', 'of', 'a', 'wooden', 'deck.', '<end>'], ['a', 'plate', 'being', '[UNK]', 'sitting', 'on', 'a', 'wood', 'surface.', '<end>']]"
681,r-1958,r-1958_step04_sent02,"['224.jpg', '222.jpg', '220.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1958/r-1958_step04_sent02_003,"[['a', 'long', 'haired', 'bride', 'with', 'a', 'red', 'lid', '[UNK]', '<end>'], ['a', 'number', 'of', 'a', 'case', 'looking', 'counter', 'holding', 'a', 'toothbrush', 'inside', 'of', 'a', 'stone', 'wall.', '<end>'], ['girl', 'in', 'a', 'kitchen', '<end>']]"
682,r-1958,r-1958_step01_sent01,"['142.jpg', '140.jpg', '144.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1958/r-1958_step01_sent01_009,"[['kitchen', 'oven', 'with', 'a', 'blender', 'filled', 'with', 'bowls', 'of', 'being', 'built', 'into', 'a', '[UNK]', 'squash', 'nearby.', '<end>'], ['a', 'woman', 'working', 'in', 'a', 'kitchen', 'with', 'overhead', 'view', 'of', 'a', 'lady', 'sits', 'at', 'a', 'stove', 'a', 'kitchen', 'with', 'food', 'in', 'an', 'area', 'near', 'it.', '<end>'], ['a', '[UNK]', 'coming', 'in', 'the', 'oven.', '<end>']]"
683,r-2245,r-2245_step03_sent01,"['166.jpg', '164.jpg', '168.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2245/r-2245_step03_sent01_005,"[['a', 'fruit', 'is', 'frosting', 'and', 'glasses', 'is', '<end>'], ['a', 'display', 'filled', 'with', 'many', 'colorful', 'vegetables', 'filled', 'with', 'various', 'types', 'of', 'some', 'people', 'moving', 'past', 'filled', 'with', 'store', 'filled', 'with', 'fresh', 'vegetables', 'covered', 'in', 'cupcakes', 'with', 'a', 'lot', 'of', 'bright', 'fresh', 'vegetables', 'filled', 'with', 'many', 'colorful', 'vegetables', 'filled', 'with', 'many', 'other', 'fresh', 'vegetables', 'are', 'being', '[UNK]', '<end>'], ['a', 'row', 'of', 'a', 'row', 'of', 'three', 'colorful', 'toilets', 'of', 'a', 'bunch', 'of', 'a', 'row', 'of', 'a', 'row', 'of', 'a', 'row', 'of', 'the', 'potted', 'plant', 'in', 'an', 'feet', '<end>']]"
684,r-2245,r-2245_step03_sent01,"['204.jpg', '206.jpg', '208.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2245/r-2245_step03_sent01_000,"[['a', 'plate', 'filled', 'with', 'food', 'that', 'is', 'cooking', 'in', 'a', 'chair', '<end>'], ['an', 'fresh', '[UNK]', 'and', 'some', 'square', 'stove', 'with', 'an', 'abundance', 'of', 'food', 'including', 'a', 'black', 'platter', 'laying', 'on', 'the', 'stove', 'smiling.', '<end>'], ['a', 'green', 'spoon', 'area', 'with', 'some', 'chairs.', '<end>']]"
685,r-2245,r-2245_step02_sent01,"['84.jpg', '80.jpg', '82.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2245/r-2245_step02_sent01_000,"[['there', 'are', 'many', 'other', 'vegetables', 'and', 'meat.', '<end>'], ['a', 'closeup', 'of', 'a', 'plate', 'with', 'food', 'sitting', 'on', 'a', 'stove', 'with', '[UNK]', 'and', 'other', 'cooking', 'in', 'a', 'stove', 'topped', 'with', 'vegetables', 'in', 'a', 'stove', 'with', '[UNK]', 'and', '[UNK]', '<end>'], ['a', 'bowl', 'of', 'some', 'meat', 'pan', 'on', 'a', 'drying', 'cooking', 'by', 'a', 'stove', 'with', 'on', 'a', 'stove', 'with', 'some', 'stove', 'and', 'ready', 'to', 'be', 'cooking', '[UNK]', 'on', 'a', 'stove', 'with', '[UNK]', '<end>']]"
686,r-2245,r-2245_step01_sent01,"['40.jpg', '38.jpg', '36.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2245/r-2245_step01_sent01_000,"[['an', 'upright', 'silver', 'oven', 'that', 'is', 'sitting', 'on', 'top', 'of', 'a', 'corner', 'of', 'street', '<end>'], ['the', 'clean', 'are', 'displayed', 'in', 'a', 'platter', 'with', 'electronic', 'in', 'the', '[UNK]', 'with', 'broccoli.', '<end>'], ['a', 'mushroom', 'with', 'a', '[UNK]', 'off', 'an', '[UNK]', 'under', 'a', 'small', '[UNK]', '<end>']]"
687,r-2206,r-2206_step03_sent01,"['434.jpg', '436.jpg', '432.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2206/r-2206_step03_sent01_014,"[['a', 'man', 'wearing', 'goggles', 'and', 'a', 'case', '<end>'], ['an', 'drinks', 'coffee', 'sitting', 'next', 'to', 'a', 'red', '[UNK]', 'to', 'the', 'camera.', '<end>'], ['some', 'silver', 'bowl', 'of', 'some', 'urban', 'nasty', '[UNK]', 'with', '[UNK]', 'on', 'each', 'other', 'on', 'a', 'table.', '<end>']]"
688,r-2196,r-2196_step06_sent01,"['72.jpg', '68.jpg', '70.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2196/r-2196_step06_sent01_000,"[['a', 'silver', 'oven', 'with', '[UNK]', 'with', 'bowls', 'on', 'a', 'table.', '<end>'], ['a', 'close', 'up', 'of', 'three', 'rice', 'and', 'white', 'frosting', 'apparently', 'a', 'lunch', 'tray', 'in', 'a', '[UNK]', '<end>'], ['a', 'metal', 'stove', 'in', 'a', 'woman', 'standing', 'together.', '<end>']]"
689,r-2196,r-2196_step01_sent01,"['104.jpg', '100.jpg', '102.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2196/r-2196_step01_sent01_000,"[['an', 'old', 'shirt', 'holding', 'a', 'hat', 'that', 'has', 'been', 'eaten', 'with', 'a', 'sign', '<end>'], ['a', 'grey', 'young', 'child', 'holds', 'a', 'blue', 'container', 'full', 'of', 'banana', 'and', '[UNK]', 'for', 'a', 'cloth.', '<end>'], ['an', 'old', 'style', 'image', 'of', 'a', 'table', 'with', 'an', 'old', 'picture', 'of', 'a', 'black', 'and', 'white', 'table', 'with', 'a', 'picture', 'of', 'a', 'gray', 'and', 'white', 'picture', 'of', 'older', 'gray', 'and', 'white', 'table', 'with', 'a', 'backpack', 'eat', 'a', 'round', 'wooden', '[UNK]', '<end>']]"
690,r-1993,r-1993_step09_sent01,"['350.jpg', '348.jpg', '352.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step09_sent01_011,"[['an', '[UNK]', 'and', 'an', 'assortment', 'of', '[UNK]', 'potatoes', 'on', 'a', 'pizza', 'on', 'the', 'pizza', 'on', 'a', 'small', 'small', 'pizza', 'on', 'it.', '<end>'], ['an', 'oven', 'that', 'is', '[UNK]', 'with', 'water.', '<end>'], ['a', 'pan', 'contains', 'a', 'tin', 'of', '[UNK]', 'coffee', 'next', 'to', 'it.', '<end>']]"
691,r-1993,r-1993_step06_sent01,"['174.jpg', '172.jpg', '176.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step06_sent01_002,"[['an', 'old', 'pink', 'fluffy', 'bus', 'coming', 'in', 'an', '[UNK]', '<end>'], ['a', 'woman', 'is', 'being', '[UNK]', '<end>'], ['a', 'wooden', 'plant', 'with', 'appliances.', '<end>']]"
692,r-1993,r-1993_step05_sent01,"['112.jpg', '110.jpg', '108.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step05_sent01_007,"[['cooking', 'with', 'various', 'types', 'of', '[UNK]', 'on', 'them', '<end>'], ['a', 'close', 'up', 'food', '[UNK]', 'oven', 'sitting', 'on', 'a', 'stove', 'with', '[UNK]', '<end>'], ['a', '[UNK]', 'asian', 'kitchen', 'with', 'a', 'counter', 'top', 'sink', '<end>']]"
693,r-1993,r-1993_step05_sent01,"['134.jpg', '132.jpg', '136.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step05_sent01_005,"[['a', 'picture', 'of', 'many', 'hands', 'in', 'carrots', 'sitting', 'in', 'his', 'shirt', 'getting', 'his', 'face.', '<end>'], ['dishes', 'and', 'eggs', 'are', 'on', 'the', '[UNK]', '[UNK]', 'on', 'the', 'table.', '<end>'], ['a', 'bunch', 'of', 'people', 'in', 'a', 'buffet.', '<end>']]"
694,r-1993,r-1993_step05_sent01,"['824.jpg', '822.jpg', '820.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step05_sent01_000,"[['a', 'close-up', 'of', 'a', 'window', 'in', 'a', 'picture.', '<end>'], ['a', 'clean', 'kitchen', 'with', 'sliced', 'with', 'some', 'egg', 'on', 'a', 'drying', 'rack', '<end>'], ['a', 'kitchen', 'with', 'an', '[UNK]', 'piled', 'into', 'the', 'oven.', '<end>']]"
695,r-1993,r-1993_step03_sent01,"['78.jpg', '80.jpg', '76.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step03_sent01_005,"[['closeup', 'view', 'of', 'a', 'pizza', 'beside', 'a', 'bunch', 'of', 'food,', 'looks', 'like', 'him', 'on', 'it.', '<end>'], ['a', 'room', 'with', 'lots', 'of', 'equipment.', '<end>'], ['a', 'person', 'wearing', 'a', 'pan', 'filled', 'with', 'tea', 'stove', 'top', 'oven', 'in', 'a', 'kitchen', '[UNK]', '<end>']]"
696,r-1993,r-1993_step01_sent01,"['72.jpg', '76.jpg', '74.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1993/r-1993_step01_sent01_000,"[['a', 'umbrella', 'while', 'sitting', 'next', 'to', 'a', 'white', 'bag.', '<end>'], ['several', 'frosted', 'on', 'the', '[UNK]', 'line.', '<end>'], ['a', 'crowded', 'that', 'is', 'on', 'the', 'back.', '<end>']]"
697,r-2144,r-2144_step07_sent01,"['188.jpg', '192.jpg', '190.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step07_sent01_000,"[['a', 'plate', 'filled', 'with', 'spoon', 'cooking', 'together', 'on', 'a', 'counter.', '<end>'], ['a', '[UNK]', 'black', 'plate', 'with', 'wood', '[UNK]', 'on', 'a', '[UNK]', '<end>'], ['a', 'plate', 'with', 'wood', 'bowl', 'of', '[UNK]', 'sitting', 'on', 'the', 'side', 'of', 'a', '[UNK]', '<end>']]"
698,r-2144,r-2144_step06_sent01,"['392.jpg', '390.jpg', '388.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step06_sent01_003,"[['this', 'is', 'a', 'funny', 'microwave', 'making', 'a', 'bowl', 'of', 'the', '[UNK]', 'in', 'front', 'of', 'the', 'bowl', 'of', 'it.', '<end>'], ['asian', 'display', 'counter', 'filled', 'with', 'lipstick', 'in', 'this', 'kitchen.', '<end>'], ['broccoli,', 'frosted', 'on', 'some', 'plates', 'and', 'people.', '<end>']]"
699,r-2144,r-2144_step06_sent01,"['684.jpg', '680.jpg', '682.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step06_sent01_002,"[['a', 'group', 'of', 'counter', 'topped', 'with', 'flowers.', '<end>'], ['an', 'antique', 'photo', 'of', 'a', 'photo', 'of', 'a', 'blonde', 'white', 'photo', 'of', 'a', 'picture', 'of', 'a', 'picture', 'of', 'a', 'white', 'photo', 'of', 'a', 'suit', 'cutting', 'a', 'table', 'filled', 'with', 'bowls', 'out', 'of', 'wine', 'glass.', '<end>'], ['two', 'younger', 'portrait', 'of', 'a', 'photo', 'with', 'matching', '[UNK]', 'and', 'takes', 'a', 'photo', 'with', 'a', 'purse', 'next', 'to', 'each', 'other', 'at', 'a', 'kitchen', '<end>']]"
700,r-2144,r-2144_step05_sent01,"['314.jpg', '312.jpg', '316.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step05_sent01_006,"[['a', 'picture', 'of', 'a', 'stove', 'and', 'pans', 'being', 'built', 'is', 'cooking', 'on', 'top', 'and', 'sitting', 'next', 'to', 'some', 'food', 'cooking', 'in', 'a', 'drying', 'out', 'of', 'a', 'stove', 'surrounded', 'by', 'trees', '<end>'], ['a', 'blender', 'filled', 'with', 'many', 'plates', 'of', 'the', 'top', 'oven', 'sits', 'on', 'a', 'wall', '<end>'], ['cluttered', 'with', 'various', 'chopped', 'in', 'each', 'other', '<end>']]"
701,r-2144,r-2144_step04_sent01,"['132.jpg', '130.jpg', '128.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step04_sent01_016,"[['this', 'is', 'a', 'hand', 'is', 'sitting', 'outside', 'of', 'his', 'large', '[UNK]', '<end>'], ['a', 'man', 'that', 'is', 'holding', 'an', 'apple', 'stuff', '[UNK]', 'is', 'sitting', 'next', 'to', 'a', 'fire', '[UNK]', '<end>'], ['a', 'couple', 'elephants', 'being', 'taken', '<end>']]"
702,r-2144,r-2144_step04_sent01,"['48.jpg', '44.jpg', '46.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step04_sent01_006,"[['a', 'pizza', 'stand', 'and', 'meat.', '<end>'], ['an', 'upright', 'on', 'a', 'mixture', 'on', 'a', 'stove', 'top', 'sitting', 'on', 'the', '[UNK]', '<end>'], ['a', 'kitchen', 'with', 'upper', 'island', 'in', '[UNK]', '<end>']]"
703,r-2144,r-2144_step04_sent01,"['82.jpg', '80.jpg', '84.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step04_sent01_004,"[['a', 'pan', 'topped', 'with', 'some', 'square', '[UNK]', 'ketchup,', 'and', 'other', 'vegetables', 'with', 'vegetable', 'salads', 'and', 'meat.', '<end>'], ['a', 'series', 'of', 'the', 'brocolli', 'including', '[UNK]', 'piled', 'on', 'aluminum', 'pot.', '<end>'], ['a', 'close', 'up', 'of', 'guys', 'are', '[UNK]', 'with', 'fried', 'rice', 'and', 'multiple', '[UNK]', '[UNK]', 'a', '[UNK]', 'rice', 'and', 'close', '[UNK]', 'sitting', 'inside', 'of', 'water.', '<end>']]"
704,r-2144,r-2144_step03_sent01,"['1156.jpg', '1154.jpg', '1152.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step03_sent01_006,"[['[UNK]', 'sitting', 'next', 'to', 'each', 'other.', '<end>'], ['a', '[UNK]', 'standing', 'near', 'a', '[UNK]', 'and', 'meat.', '<end>'], ['a', 'pot', 'with', 'a', 'banana', 'paint', 'with', 'lit', 'and', 'rice', 'and', 'bread.', '<end>']]"
705,r-2144,r-2144_step03_sent01,"['280.jpg', '278.jpg', '276.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step03_sent01_000,"[['an', 'old', 'bowl', 'of', 'a', 'close', 'up', 'image', 'of', 'a', 'half', 'eaten', 'dish', 'in', 'a', 'food', '<end>'], ['a', 'blender', 'filled', 'with', 'some', 'food', 'in', 'a', 'pot', 'on', 'a', '[UNK]', 'log.', '<end>'], ['a', 'small', 'white', 'pizza', 'with', 'a', 'bit', 'of', 'a', 'toothbrush', 'in', 'the', 'middle.', '<end>']]"
706,r-2144,r-2144_step02_sent01,"['138.jpg', '140.jpg', '136.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step02_sent01_003,"[['a', 'oven', 'and', 'cooking', 'cooking', '[UNK]', 'and', '[UNK]', 'of', 'plates', 'of', 'food', 'dishes', 'like', '[UNK]', '[UNK]', 'and', 'other', '[UNK]', '[UNK]', 'and', 'other', 'old', 'plates', 'near', 'glass', '[UNK]', '<end>'], ['a', 'table', 'oven', 'sitting', 'on', 'a', 'table', 'with', '[UNK]', 'parts', '<end>'], ['a', 'stove', 'and', 'utensils', 'hanging', 'in', 'a', 'drying', 'rack.', '<end>']]"
707,r-2144,r-2144_step02_sent01,"['36.jpg', '40.jpg', '38.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step02_sent01_000,"[['crowded', 'pan', 'with', 'bowls', 'on', 'top', 'with', 'mashed', 'potatoes', 'on', '[UNK]', 'on', 'top', 'on', 'top', 'sitting', 'inside', 'a', 'stove', 'and', 'meat.', '<end>'], ['a', 'dark', 'red', '[UNK]', 'holding', 'an', 'opened', 'hot', 'standing', 'on', 'top', 'of', 'a', 'bowl', '<end>'], ['sea', 'eaten', 'red', 'spoon', 'cooking', 'together', 'on', 'a', '[UNK]', '<end>']]"
708,r-2144,r-2144_step01_sent01,"['236.jpg', '240.jpg', '238.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2144/r-2144_step01_sent01_000,"[['a', 'closeup', 'of', 'crowded', 'with', 'a', 'spoon', '<end>'], ['a', 'gray', 'sink', 'with', 'a', 'large', 'bowl', 'sitting', 'in', 'the', 'glass', 'of', 'a', 'white', 'cup.', '<end>'], ['a', 'small', 'cat', 'sits', 'in', 'a', 'white', 'bowl', 'on', 'a', 'table', 'in', 'the', 'water', '<end>']]"
709,r-2126,r-2126_step01_sent01,"['128.jpg', '126.jpg', '124.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2126/r-2126_step01_sent01_000,"[['a', 'person', 'is', 'holding', 'a', 'meal', 'in', 'it.', '<end>'], ['a', 'group', 'of', 'some', 'trays', 'topped', 'with', 'brass', 'pots', 'sitting', 'in', 'an', 'apple', '[UNK]', '<end>'], ['[UNK]', '[UNK]', 'with', '[UNK]', '[UNK]', 'making', 'a', 'turkey', 'cook', '<end>']]"
710,r-2118,r-2118_step04_sent01,"['406.jpg', '408.jpg', '404.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2118/r-2118_step04_sent01_005,"[['a', 'colorful', 'fruit', 'and', 'dessert', 'cake', 'on', 'it.', '<end>'], ['food', 'with', 'some', 'food', 'in', 'the', 'stove', 'with', 'plate.', '<end>'], ['a', 'white', 'plate', 'filled', 'with', 'yellow', 'cabinets,', 'a', 'spoon', 'on', 'it.', '<end>']]"
711,r-2118,r-2118_step03_sent01,"['132.jpg', '128.jpg', '130.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-2118/r-2118_step03_sent01_000,"[['a', 'boy', 'cutting', 'a', 'knife', 'in', '[UNK]', 'with', 'the', 'top', 'while', 'sitting', 'inside', 'of', 'a', 'table.', '<end>'], ['a', 'sheet', 'being', 'closed', 'and', 'another', 'white', 'wall', '<end>'], ['a', 'person', 'holding', 'a', 'frosted', 'layer', 'cake', 'on', 'the', 'table.', '<end>']]"
712,r-1981,r-1981_step02_sent01,"['448.jpg', '446.jpg', '444.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1981/r-1981_step02_sent01_003,"[['a', 'photo', 'of', 'chocolate', 'filled', 'with', 'chocolate', 'cake', '[UNK]', '<end>'], ['an', 'assortment', 'of', 'chocolate', 'of', 'chocolate', 'cake', 'with', 'dish', 'eating.', '<end>'], ['a', 'slope', 'filled', 'with', 'beverages', 'sitting', 'on', 'the', 'plate', 'with', 'coffee', '<end>']]"
713,r-1981,r-1981_step02_sent01,"['184.jpg', '186.jpg', '188.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1981/r-1981_step02_sent01_000,"[['a', 'glass', 'utensils', 'cooking', 'together', 'are', 'in', 'a', 'serving', 'board', 'and', 'utensils', '<end>'], ['a', 'coffee', 'cup', 'sits', 'by', 'a', '[UNK]', 'in', 'the', 'mirror', '<end>'], ['a', 'few', 'kitchen', 'with', 'camera.', '<end>']]"
714,r-1981,r-1981_step01_sent01,"['168.jpg', '170.jpg', '172.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1981/r-1981_step01_sent01_008,"[['the', 'microwave.', 'of', 'soda', 'on', 'display', 'indoors', 'as', 'four', 'hand', 'at', 'home', 'that', 'reads', '[UNK]', 'at', 'decorative', '[UNK]', '<end>'], ['a', 'can', 'of', 'soda', 'is', 'being', 'eaten', '<end>'], ['a', 'view', 'of', 'cake', 'has', 'been', '[UNK]', 'an', 'intersection.', '<end>']]"
715,r-1981,r-1981_step01_sent01,"['444.jpg', '448.jpg', '446.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1981/r-1981_step01_sent01_005,"[['a', 'person', '[UNK]', 'chocolate', 'cake', 'on', 'a', 'plate.', '<end>'], ['plate', 'of', 'a', 'cup', 'of', 'chocolate', 'frosting', 'chocolate', 'cake', 'with', 'palm', 'of', 'chocolate', 'cake.', '<end>'], ['the', '[UNK]', 'of', 'dessert', 'on', 'the', 'table.', '<end>']]"
716,r-1981,r-1981_step01_sent01,"['144.jpg', '142.jpg', '140.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1981/r-1981_step01_sent01_000,"[['a', 'kitchen', 'making', 'bunny', 'stove', 'and', 'some', 'broccoli.', '<end>'], ['there', 'are', 'some', 'tomatoes', 'sitting', 'up', 'cooking', 'in', 'a', 'wooden', 'table', 'next', 'to', 'some', '[UNK]', 'by', 'a', 'small', 'room.', '<end>'], ['a', 'group', 'of', 'various', 'others', 'stand', 'around.', '<end>']]"
717,r-1971,r-1971_step04_sent01,"['144.jpg', '142.jpg', '140.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1971/r-1971_step04_sent01_005,"[['the', 'slice', 'of', 'vanilla', 'and', 'some', 'food.', '<end>'], ['the', 'fruit', 'fruit', '[UNK]', 'on', 'a', 'table.', '<end>'], ['two', 'pottery', 'talking', 'on', 'a', 'table', 'with', 'a', 'cup', 'reflection.', '<end>']]"
718,r-1971,r-1971_step04_sent01,"['142.jpg', '144.jpg', '140.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1971/r-1971_step04_sent01_001,"[['a', 'little', 'boy', 'cutting', 'the', 'brocolli', 'pastries', 'on', 'the', 'plate', '<end>'], ['a', 'small', 'water', 'is', 'sitting', 'on', 'a', 'plate.', '<end>'], ['a', '[UNK]', 'looking', 'fruit', 'pot', 'with', 'plates', 'of', 'dessert', 'cake.', '<end>']]"
719,r-1971,r-1971_step02_sent01,"['114.jpg', '112.jpg', '116.jpg']",/content/drive/MyDrive/PY/SemEval2022/images/r-1971/r-1971_step02_sent01_007,"[['a', 'close', 'up', 'bathroom', 'frosting', 'a', 'large,', '[UNK]', 'cake.', '<end>'], ['a', 'bowl', 'of', 'a', 'man', 'standing', 'inside', 'of', 'a', 'plate', '<end>'], ['a', 'red', 'close-up', 'of', 'brightly', 'colored', 'tooth', 'brush', 'and', 'a', 'tooth', '[UNK]', '<end>']]"
